Id	Strong	Transliteration	Gloss	Definition	Category	Domain	References	spell-N	spell-n	spell-E	spell-G	spell-R	spell-T	spell-K	pc-N	pc-n	pc-E	pc-G	pc-R	pc-T	pc-K
καθαρός	G2513	katharos	clean; pure, innocent	pertaining to not being dirty; pertaining to being ritually clean or pure	AT	clean, pure, holy	040005008 040023026 040027059 042011041 043013010 043013010 043013011 043015003 044018006 044020026 045014020 054001005 054003009 055001003 055002022 056001015 056001015 056001015 058010022 059001027 060001022 066015006 066019008 066019014 066021018 066021018 066021021	clean	clean	pure	clean	pure	clean	pure	43	43	48	35	43	48	57
καθαρότης	G2514	katharotēs	purity	a state of being cleansed of ritual contamination	AT	clean, pure, holy	058009013			purification	impurity	purification	purity	purifying	0	0	100	100	100	100	100
καθέδρα	G2515	kathedra	seat; stool; chair	a piece of furniture used for sitting; differs widely in shape and materials; often made of a wooden or cane frame with the seat woven of reeds or made of wood; with or without a back	RE	artifacts; furnishings	040021012 040023002 041011015	seat	seat	seats	stools	seats	chairs	seats	33	33	67	67	67	67	67
Καισαρείας τῆς Φιλίππου	G2542	Kaisareias tēs Philippou	Caesarea Philippi	Caesarea Philippi, at the foot of Mount Hermon, named by Philip-2	PN	settlement	040016013 041008027	Caesarea Philippi	Caesarea Philippi	Caesarea Philippi	Caesarea Philippi	Caesarea Philippi	Caesarea Philippi	Csarea Philippi	100	100	100	100	100	100	100
Καισάρεια	G2542	Kaisareia	Caesarea	Caesarea on the coast of Palestine, south of Mount Carmel	PN	settlement	044008040 044009030 044010001 044010024 044011011 044012019 044018022 044021008 044021016 044023023 044023033 044025001 044025004 044025006 044025013	Caesarea	Caesarea	Caesarea	Caesarea	Caesarea	Caesarea	Csarea	100	100	100	100	100	100	100
Καῖσαρ	G2541	Kaisar	Caesar; the Emperor	a title for the Roman Emperor	PN	titles	040022017 040022021 040022021 040022021 041012014 041012016 041012017 041012017 042002001 042003001 042020022 042020024 042020025 042020025 042023002 043019012 043019012 043019015 044017007 044025008 044025010 044025011 044025012 044025012 044025021 044026032 044027024 044028019 050004022	Caesar	Caesar	Caesar	the Emperor	Caesar	Caesar	Csar	74	70	78	57	78	78	78
καλάμη	G2562	kalamē	straw; thatch	the dry stalks of grain or reeds	FL	grasses	046003012	straw	straw	straw	straw	straw	straw		100	100	100	100	100	100	0
καλλιέλαιος	G2565	kallielaios	cultivated olive tree	an olive tree that is cultivated for its fruit	FL	trees; fruits	045011024	cultivated olive tree	cultivated olive tree	cultivated olive tree	cultivated olive tree	cultivated olive tree	cultivated olive tree	the olive tree	100	100	100	100	100	100	100
Καλοὶ Λιμένες	G2568	Kaloi Limenes	Fair Havens	a bay on the south coast of Crete	PN	nature	044027008	Fair Havens	Fair Havens	Fair Havens	Safe Harbors	Fair Havens	Fair Havens	fair havens	100	100	100	100	100	100	100
καλος	G2570	kalos	honest; good	pertaining to a positive moral quality, with the implication of being favorably valued	AT	morals and ethics	040015026 041007027 042008015 042008015 045007016 045007018 045007021 045014021 047013007 059004017	good	good	good	good	good	good	good	56	56	33	44	22	56	56
Καναναῖος	G2581	Kananaios	Cananaean = Zealot	a member of a Jewish nationalistic group seeking independence from Rome	PN	attitudes and emotions; group	040010004 041003018	the Zealot	the Zealot	the Zealot		Cananaean and	the Zealot		100	100	100	0	50	100	0
Καϊνάμ-1	G2536	Kainam-1	Cainan	the son of Arphaxad in the genealogy of Jesus	PN	person	042003036	Cainan	Cainan	Cainan	Cainan	Ca-inan	Cainan	Cainan	100	100	100	100	100	100	100
Καϊνάμ-2	G2536	Kainam-2	Cainan	the son of Enos in the genealogy of Jesus	PN	person	042003037	Kenan	Kenan	Cainan	Kenan	Ca-inan	Kenan	Cainan	100	100	100	100	100	100	100
Κανά	G2580	Kana	Cana	a city in Galilee	PN	settlement	043002001 043002011 043004046 043021002	Cana	Cana	Cana	Cana	Cana	Cana	Cana	100	100	100	100	100	100	100
Κανδάκη	G2582	Kandakē	Candace	title of the queen of Ethiopia: the Candace, the female ruler of Ethiopia; interpreted by some as the name of the queen of Ethiopia	PN	titles	044008027	Kandake	Candace	Candace	carriage	Candace	Candace	Candace	100	100	100	100	100	100	100
Καππαδοκία	G2587	Kappadokia	Cappadocia	a province in the interior of Asia Minor	PN	settlement	044002009 060001001	Cappadocia	Cappadocia	Cappadocia	Cappadocia	Cappadocia	Cappadocia	Cappadocia	100	100	100	100	100	100	100
καρδιογνώστης	G2589	kardiognōstēs	knower of hearts	one who knows what someone else thinks (literally to know what is in the heart)	MI	attitudes and emotions; psychological faculties	044001024 044015008	knows the heart	knows the heart	know the hearts	knows the thoughts	knowest the hearts	know the hearts	knowest the hearts	50	50	50	50	50	50	50
καρδία	G2588	kardia	heart, inner self, mind	(a figurative extension of the meaning of καρδία heart) the causative source of a person's psychological life in its various aspects, but with special emphasis upon thoughts	MI	attitudes and emotions; intellect; psychological faculties	040005008 040005028 040006021 040009004 040011029 040012034 040012040 040013015 040013015 040013019 040015008 040015018 040015019 040018035 040022037 040024048 041002006 041002008 041003005 041006052 041007006 041007019 041007021 041008017 041011023 041012030 041012033 042001017 042001051 042001066 042002019 042002035 042002051 042003015 042005022 042006045 042006045 042008012 042008015 042009047 042010027 042012034 042012045 042016015 042021014 042021034 042024025 042024032 042024038 043012040 043012040 043013002 043014001 043014027 043016006 043016022 044002026 044002037 044002046 044004032 044005003 044005004 044007023 044007039 044007051 044008021 044008022 044011023 044013022 044014017 044015009 044016014 044021013 044028027 044028027 045001021 045001024 045002005 045002015 045002029 045005005 045006017 045008027 045009002 045010001 045010006 045010008 045010009 045010010 045016018 046002009 046004005 046007037 046007037 046014025 047001022 047002004 047003002 047003003 047003015 047004006 047005012 047006011 047007003 047008016 047009007 048004006 049001018 049003017 049004018 049005019 049006005 049006022 050001007 050004007 051002002 051003015 051003016 051003022 051004008 052002004 052002017 052003013 053002017 053003005 054001005 055002022 058003008 058003010 058003012 058003015 058004007 058004012 058008010 058010016 058010022 058010022 058013009 059001026 059003014 059004008 059005005 059005008 060001022 060003004 060003015 061001019 061002014 062003019 062003020 062003020 062003021 066002023 066017017 066018007	heart	heart	heart	heart	heart	heart	heart	40	39	55	28	51	42	61
καταγινώσκω	G2607	kataginōskō	condemn	to judge something to be bad	AT	repay, reward, punish	048002011 062003020 062003021	condemn	condemn	condemn	condemn	condemn	condemn	condemn	67	67	33	33	67	33	67
καταδικάζω	G2613	katadikazō	condemn	to judge someone as definitely guilty and thus subject to punishment	AT	court	040012007 040012037 042006037 059005006	condemned	condemned	condemned	condemn	condemned	condemned	condemned	75	75	75	50	75	75	75
καταδίκη	G2613	katadikē	sentence of condemnation	the act of declaring someone as definitely guilty and thus subject to punishment	AT	court; repay, reward, punish	044025015	he be condemned	he be condemned	sentence of condemnation	me to condemn	sentence against	sentence of condemnation		100	100	100	100	100	100	0
καταδουλόω	G2615	katadouloō	gain control over, cause to someone to be subservient	to gain control over someone and thus make such an individual subservient to one's own interests	AT	authority; control	047011020 048002004				into our				0	0	0	50	0	0	0
κατακρίνω	G2632	katakrinō	condemn; be condemned (pass.)	to judge someone as definitely guilty and thus subject to punishment	MI	court; guilt, responsibility; repay, reward, punish	040020018 040027003 041010033 041014064 041016016 043008010 043008011 045002001 045008003 045008034 045014023 046011032 058011007 061002006	condemned	condemned	condemned	condemn	condemned	condemned	condemned	57	64	64	43	64	57	50
καταλλαγή	G2643	katallagē	reconciliation	the reestablishment of proper friendly interpersonal relations after these have been disrupted or broken	AT	atone, forgive; conflict; fellowship	045005011 045011015 047005018 047005019	reconciliation	reconciliation	reconciliation		reconciliation	reconciliation	reconciliation	100	100	100	0	100	100	50
καταλλάσσω	G2644	katallassō	reconcile; be reconciled (pass.)	to reestablish proper friendly interpersonal relations after these have been disrupted or broken	AT	atone, forgive; conflict; fellowship	045005010 045005010 046007011 047005018 047005019 047005020	reconciled	reconciled	reconciled	reconciled	reconciled	reconciled	reconciled	80	80	80	20	80	80	80
καταπέτασμα	G2665	katapetasma	drape; curtain; veil	a hanging of cloth over an opening	RE	artifacts; furnishings	040027051 041015038 042023045 058006019 058009003 058010020	curtain	curtain	curtain	curtain	curtain	curtain	veil	100	100	100	83	100	100	100
κατασκηνόω	G2681	kataskēnoō	to nest	(derivative of κατασκήνωσις nest) to make a nest (or possibly to find shelter)	RE	artifacts	040013032 041004032 042013019 044002026	the largest	the largest	make nests	their nests	make nests	and nest	the least	50	50	50	75	50	25	25
κατασκήνωσις	G2682	kataskēnōsis	nest	a construction built by birds in connection with brooding and raising their young	RE	artifacts	040008020 042009058	nests	nests	nests	nests	nests	nests	nests	100	100	100	100	100	100	100
κατασφραγίζω	G2696	katasphragizō	to seal; put a seal on; make secure	to use a seal to close or to make something secure	RE	artifacts; security	066005001	and sealed	and sealed	back sealed	was sealed	back sealed	and sealed	that sat on	100	100	100	100	100	100	100
κατάκριμα	G2631	katakrima	condemnation	the act of judging someone as definitely guilty and thus subject to punishment	MI	court; guilt, responsibility; repay, reward, punish	045005016 045005018 045008001	condemnation	condemnation	condemnation	condemnation	condemnation	condemnation	condemnation	100	100	100	33	100	100	100
κατάκρισις	G2633	katakrisis	condemnation	the act of judging someone as definitely guilty and thus subject to punishment	MI	court; guilt, responsibility; repay, reward, punish	047003009 047007003	condemnation	condemns men	condemnation	condemnation	condemnation	condemnation	condemnation	50	50	50	50	50	50	50
κατάλυμα-1	G2646	kataluma-1	inn	a place for the lodging of travellers	RE	constructions; buildings	042002007	in a	inn	inn	inn	inn	inn	inn	100	100	100	100	100	100	100
κατάλυμα-2	G2646	kataluma-2	room; quarters; dining room	a room in a relatively large structure (possibly an inn), which could serve as a dining room	RE	constructions; buildings	041014014 042022011	room	room	room	room	room	room	Master	100	100	100	100	100	100	100
κατείδωλος	G2712	kateidōlos	full of idols	pertaining to numerous idols	RE	worship	044017016	full of idols	full of idols	full of idols	full of idols	full of idols	full of idols		100	100	100	100	100	100	0
κατεξουσιάζω	G2715	katexousiazō	be in authority; rule	to rule or reign by exercising authority over	AT	authority; control	040020025 041010042	rulers	rulers	rulers	rulers	rule	rulers	rule	100	100	100	100	50	100	50
κατευλογέω	G2127	kateulogeō	bless	to ask God to bestow divine favor on, with the implication that the verbal act itself constitutes a significant benefit	RI	blessing and curse	041010016	blessed	blessed	blessed	blessed	blessed	blessed	blessed	100	100	100	100	100	100	100
κατήγωρ	G2725	katēgōr	Accuser	Satan, as one who brings accusations against	BE	supernatural beings and powers	066012010	accuser	accuser	accuser	accused	accuser	accuser	accuser	100	100	100	100	100	100	100
Καῦδα	G2802	Kauda	Cauda	a small island south of Crete	PN	area	044027016	Cauda	Cauda	Cauda	Cauda	Cauda	Cauda	Clauda	100	100	100	100	100	100	100
Καφαρναούμ	G2584	Kapharnaoum	Capernaum	a city on the Lake of Galilee	PN	settlement	040004013 040008005 040011023 040017024 041001021 041002001 041009033 042004023 042004031 042007001 042010015 043002012 043004046 043006017 043006024 043006059	Capernaum	Capernaum	Capernaum	Capernaum	Caperna-um	Capernaum	Capernaum	100	100	100	100	100	100	100
κάλαμος-1	G2563	kalamos-1	reed	a tall straight grass or sedge; growing in or near rivers and marshes	FL	grasses	040011007 042007024	reed	reed	reed		reed	reed	reed	100	100	100	0	100	100	100
κάλαμος-2	G2563	kalamos-2	reed	the stalk of a reed plant	FL	grasses	040012020 040027029 040027030 040027048 041015019 041015036	head	head	reed	head	reed	head	reed	50	50	100	50	100	50	100
κάλαμος-3	G2563	kalamos-3	pen	a reed especially cut for making marks with ink on writing material; abou 20 cm long, sharpened on one end	RE	artifacts; writing	064001013	pen	pen	pen	pen	pen	pen	pen	100	100	100	100	100	100	100
κάλαμος-4	G2563	kalamos-4	measuring rod	a rod (possibly a reed) used for measuring length	RE	artifacts; construction	066011001 066021015 066021016	measuring rod	measuring rod	measuring rod	measuring	measuring rod	measuring rod	measure the	67	67	67	67	67	100	67
κάλυμμα	G2571	kalumma	veil	a piece of material worn over the face, thin enough for the wearer to see through, but not for observers to recognize facial features through it	RE	artifacts; clothing	047003013 047003014 047003015 047003016	veil	veil	veil	veil	veil	veil	vail	100	100	100	100	100	100	100
κάμηλος	G2574	kamēlos	camel	large quadraped mammal; Camelus dromedarius and Camelus bactrianus; bactrians may reach 2 m.; dromedaries are bigger and a uniform light fawn color; bactrians are darker; suited to life in desert areas; store excess food in their humps, can go without water for long periods; can make long journeys through dry areas; used for riding and for carrying heavy loads and pulling carts; hair woven into cloth used for making tents or outer robes; milk used as food and drink; symbol of wealth and commerce	FA	mammals	040003004 040019024 040023024 041001006 041010025 042018025	camel	camel	camel	camel	camel	camel	camel	67	67	67	67	67	67	67
κάμινος	G2575	kaminos	furnace; kiln	a construction used for the smelting of ore and burning of ceramic ware	RE	constructions	040013042 040013050 066001015 066009002	furnace	furnace	furnace	furnace	furnace	furnace	furnace	100	100	100	75	100	75	100
Κάϊν	G2535	Kain	Cain	the first son of Adam and Eve and the brother of Abel	PN	person	058011004 062003012 065001011	Cain	Cain	Cain	Cain	Cain	Cain	Cain	100	100	100	67	100	67	100
Κάρπος	G2591	Karpos	Carpus	a Christian of Troas	PN	person	055004013	Carpus	Carpus	Carpus	Carpus	Carpus	Carpas	Carpus	100	100	100	100	100	100	100
κάρφος	G2595	karphos	speck; splinter	a small piece of wood, chaff, or even straw	FL	parts	040007003 040007004 040007005 042006041 042006042 042006042	speck	speck	speck	speck	speck	speck		100	100	100	100	100	100	0
Κεγχρεαί	G2747	Kenchreai	Cenchrea	a seaport of the city of Corinth	PN	settlement	044018018 045016001	Cenchreae	Cenchrea	Cenchreae	Cenchreae	Cenchre-ae	Cenchrea	Cenchrea	100	100	100	100	100	100	100
Κεδρών	G2748	Kedrōn	Kidron	a valley between Jerusalem and the Mount of Olives	PN	nature	043018001	Kidron	Kidron	Kidron	Kidron	Kidron	Kidron	Cedron	100	100	100	100	100	100	100
κειρία	G2750	keiria	band of cloth; strip of cloth	small piece of cloth; used for wrapping something	RE	artifacts; cloth	043011044	and a cloth	and a cloth	a cloth	a cloth	a cloth	strips of cloth	and foot	100	100	100	100	100	100	100
κενοδοξία	G2754	kenodoxia	conceit; cheap desire to boast	a state of pride which is without basis or justification	AT	purpose	050002003	conceit	conceit	conceit	cheap desire to	conceit	one		100	100	100	100	100	100	0
κενοφωνία	G2757	kenophōnia	foolish talk	talk which lacks significant content	AT	communication; purpose	054006020 055002016			for it will	foolish	for it will			0	0	50	100	50	0	0
κενόδοξος	G2755	kenodoxos	conceited; boastful	pertaining to being proud without basis or justification	AT	purpose	048005026	conceited	conceited	conceited		self-conceit no	conceited		100	100	100	0	100	100	0
κενός	G2756	kenos	empty; emptyhanded; to no purpose; without result; foolish; senseless	pertaining to being without anything, having nothing	AT	purpose	041012003 042001053 042020010 042020011 044004025 046015010 046015014 046015014 046015058 049005006 051002008 052002001 059002020	empty-handed	empty-handed	empty	without a	empty	empty	empty	25	25	25	25	25	42	33
κενόω	G2758	kenoō	deprive of power; make of no meaning or effect	to take away the power or significance of something	AT	purpose	045004014 046001017 046009015 047009003	deprive me of	deprive me of	deprive me of	means nothing	deprive me of	deprive me of	effect	25	25	25	25	25	25	50
κεντυρίων	G2760	kenturiōn	centurion; captain	a Roman officer in command of about one hundred men	BE	occupations	041015039 041015044 041015045	centurion	centurion	centurion	was standing	centurion	centurion	centurion	100	100	100	33	100	100	100
κεραμεύς	G2763	kerameus	potter	(derivative of κεράμιον earthenware vessel) one who makes earthenware vessels	BE	people; occupations; crafts	040027007 040027010 045009021	potters	potters	potters	Potter's	potter's	potter	potter's	67	67	67	33	67	33	67
κεράμιον	G2765	keramion	jar; vessel	an earthenware container for storing or carrying liquids	RE	artifacts; household	041014013 042022010	jar	jar	jar	jar	jar	jar		100	100	100	100	100	100	0
κεράτιον	G2769	keration	carob pod	(a diminutive derivative of κέρας horn) the pod of the carob tree (which closely resembles a small horn)	FL	trees; fruits	042015016						carob pods		0	0	0	0	0	100	0
κεφαλίς	G2777	kephalis	section; scroll	section of a scroll or of a long composition	RE	artifacts; writing	058010007	scroll	scroll	scroll	me in	roll	scroll	me To	100	100	100	100	100	100	100
κέραμος	G2766	keramos	tile; roof tile	a thin slab or bent piece of baked clay; used to cover a roof	RE	artifacts; buildings	042005019	tiles	tiles	tiles	tiles	tiles	roof tiles	of the	100	100	100	100	100	100	100
κέρμα	G2772	kerma	coin; change	coins of lesser value	RE	artifacts; money	043002015	coins	coins	coins	coins	coins	coins	changers'	100	100	100	100	100	100	100
κηρύσσω	G2784	kērussō	proclaim, announce	to announce in a formal or official manner by means of a herald or one who functions as a herald	MI	communication	040003001 040004017 040004023 040009035 040010007 040010027 040011001 040024014 040026013 041001004 041001007 041001014 041001038 041001039 041001045 041003014 041005020 041006012 041007036 041013010 041014009 041016015 041016020 042003003 042004018 042004019 042004044 042008001 042008039 042009002 042012003 042024047 044008005 044009020 044010037 044010042 044015021 044019013 044020025 044028031 045002021 045010008 045010014 045010015 046001023 046009027 046015011 046015012 047001019 047004005 047011004 047011004 048002002 048005011 050001015 051001023 052002009 054003016 055004002 060003019 066005002	proclaim	proclaiming	proclaimed	announce	proclaimed	proclaim	proclaimed	10	7	28	3	8	15	2
Κηφᾶς	G2786	Kēphas	Cephas	the Aramaic equivalent of the Greek name Πέτρος Peter	PN	person	043001042 046001012 046003022 046009005 046015005 048001018 048002009 048002011 048002014	Cephas	Cephas	Cephas	Cephas	Cephas	Cephas	Cephas	100	44	100	11	100	100	67
κήρυγμα	G2782	kērugma	proclamation, preaching	the content of what is preached or proclaimed	MI	communication	040012041 042011032 045016025 046001021 046002004 046015014 055004017 056001003	preaching	preaching	preaching	preach and	preaching	preaching	preaching	63	63	63	38	63	50	100
κῆνσος	G2778	kēnsos	poll tax	a tax paid by each adult male to the government	MI	tax	040017025 040022017 040022019 041012014	imperial tax	pay taxes	pay taxes	the tax	pay taxes	pay taxes		50	50	50	25	50	50	0
κῆρυξ	G2783	kērux	proclaimer	a person who preaches or proclaims	BE	people; communication	054002007 055001011			preacher	proclaim	preacher	preacher	preacher	0	0	100	100	100	100	100
κῆτος	G2785	kētos	big fish; huge fish	any large sea creature	FA	fish, frogs, and mollusks	040012040	huge fish	huge fish	the great fish	big fish	three nights	huge fisht	three nights	100	100	100	100	100	100	100
κιβωτός-1	G2787	kibōtos-1	boat; ship; the ark	a large box-like structure (the vessel built by Noah)	RE	artifacts; transportation	040024038 042017027 058011007 060003020	the ark	the ark	the ark	boat	the ark	the ark	the ark	75	75	75	100	75	75	75
κιβωτός-2	G2787	kibōtos-2	box; chest; coffer	any box-like container, whether plain or elaborate; here, refers to the box used to hold the tablets of the Law	RE	artifacts; religious activities; sanctuary	058009004 066011019	the stone	the stone		Box		the stone	censer	50	50	0	100	0	50	50
κιθαρίζω	G2789	kitharizō	play a lyre; play a harp	(derivative of κιθάρα lyre, harp)	RE	artifacts; music and dance	046014007 066014002	pipe or harp	flute or harp	the harp	playing their harps	the harp	flute or harp	pipe or harp	50	50	50	50	50	50	50
κιθαρῳδός	G2790	kitharōdos	harpist	(derivative of κιθαρίζω to play a lyre) one who plays the lyre or harp	BE	people; occupations; music and dance	066014002 066018022	harpists	harpists	harpists	harps	harps	harpists	harping	100	100	100	100	50	100	50
κιθάρα	G2788	kithara	lyre; harp	a small stringed harp-like instrument held in the hands and plucked	RE	artifacts; music and dance	046014007 066005008 066014002 066015002	harp	harp	harp	harps	harp	harp	harps	50	50	50	50	50	50	75
Κιλικία	G2791	Kilikia	Cilicia	a province in the southeast corner of Asia Minor	PN	area	044006009 044015023 044015041 044021039 044022003 044023034 044027005 048001021	Cilicia	Cilicia	Cilicia	Cilicia	Cilicia	Cilicia	Cilicia	100	100	100	100	100	100	100
Κίς	G2797	Kis	Kish	the father of King Saul	PN	person	044013021	Kish	Kish	Kish	Kish	Kish	Kish	king	100	100	100	100	100	100	100
Κλαυδία	G2803	Klaudia	Claudia	a Christian woman who sent greetings in 2 Tim 4:21	PN	person	055004021	Claudia	Claudia	Claudia	Claudia	Claudia	Claudia	Claudia	100	100	100	100	100	100	100
Κλαύδιος-1	G2804	Klaudios-1	Claudius	Tiberius Claudius Nero Germanicus, a Roman emperor	PN	person	044011028 044018002	Claudius	Claudius	Claudius	Claudius	Claudius	Claudius	Claudius	100	100	100	100	100	100	100
Κλαύδιος-2	G2804	Klaudios-2	Claudius	Claudius Lysias, a Roman officer in Jerusalem	PN	person	044023026	Claudius	Claudius	Claudius	Claudius	Claudius	Claudius	Claudius	100	100	100	100	100	100	100
κλάδος	G2798	klados	branch	branch (of a tree or woody shrub)	FL	parts	040013032 040021008 040024032 041004032 041013028 042013019 045011016 045011017 045011018 045011019 045011021	branches	branches	branches	branches	branches	branches	branches	73	73	73	82	73	82	82
κλείς	G2807	kleis	key	an instrument used for locking and unlocking doors and gates	RE	artifacts	040016019 042011052 066001018 066003007 066009001 066020001	key	key	key	key	key	key	key	67	67	67	67	67	67	67
Κλεοπᾶς	G2810	Kleopas	Cleopas	a believer whom Jesus met on the road to Emmaus	PN	person	042024018	Cleopas	Cleopas	Cleopas	Cleopas	Cleopas	Cleopas	Cleopas	100	100	100	100	100	100	100
Κλήμης	G2815	Klēmēs	Clement	a member of the church at Philippi	PN	person	050004003	Clement	Clement	Clement	Clement	Clement	Clement	Clement	100	100	100	100	100	100	100
κλῆμα	G2814	klēma	branch (principally of grapevines)	a more or less tender, flexible branch, as of a vine	FL	parts	043015002 043015004 043015005 043015006								0	0	0	0	0	0	0
κλινάριον	G2826	klinarion	cot; pallet; stretcher	a relatively small and often temporary type of object on which a person may lie or recline; made of reeds or cloth; thin and light for carrying	RE	artifacts; furnishings	044005015	streets and	streets and	cots	streets and	pallets	pallets	streets and	100	100	100	100	100	100	100
κλινίδιον	G2826	klinidion	cot; pallet; stretcher	a relatively small and often temporary type of object on which a person may lie or recline; made of reeds or cloth; thin and light for carrying	RE	artifacts; furnishings	042005019 042005024	not	not	paralyzed	So they	to the	stretcher	not	50	50	50	50	50	100	50
κλίβανος	G2823	klibanos	oven	a dome-like structure made of clay, in which wood and dried grass were burned, and then after being heated, was used for baking bread	RE	constructions; food	040006030 042012028			oven	oven	oven	oven	oven	0	0	100	100	100	100	100
κλίνη	G2825	klinē	bed; couch; cot; stretcher; bier	any piece of furniture employed for reclining or lying on	RE	artifacts; furnishings	040009002 040009006 041004021 041007004 041007030 042005018 042008016 042017034 066002022	bed	bed	bed	bed	bed	bed	bed	56	56	78	89	78	56	89
Κλωπᾶς	G2832	Klōpas	Clopas	the husband of Μαρία (e), one of the women at the crucifixion	PN	person	043019025	Clopas	Clopas	Clopas	Clopas	Clopas	Clopas	Cleophas	100	100	100	100	100	100	100
Κνίδος	G2834	Knidos	Cnidus	a peninsula on the southwest coast of Asia Minor	PN	nature	044027007	Cnidus	Cnidus	Cnidus	Cnidus	Cnidus	Cnidus	Cnidus	100	100	100	100	100	100	100
κοδράντης	G2835	kodrantēs	quadrans; penny	a Roman copper coin worth 1/4 of an assarion or 1/64 of a denarius	RE	artifacts; money	040005026 041012042	penny	penny	penny	penny	penny	penny		50	100	100	100	100	100	0
κοιλία	G2836	koilia	belly, internal organs	the entire digestive apparatus, including stomach and intestines	MI	body; parts	043007038							belly	0	0	0	0	0	0	100
κοινός-1	G2839	koinos-1	in common; shared	pertaining to sharing with someone else in a possession or a relationship implying mutual interest	AT	fellowship; possession	044002044 044004032 056001004 065001003	in common	in common	in common	shared	in common	in common	the common	25	25	50	50	50	50	50
κοινός-2	G2839	koinos-2	impure; common; profane	pertaining to being ritually unacceptable, either as the result of defilement or because of the very nature of the object itself (for example, ritually unacceptable animals)	AT	clean, pure, holy	041007002 041007005 044010014 044010028 044011008 045014014 045014014 045014014 058010029 066021027	impure	impure	common	impure	common	profanes	common	50	50	38	13	38	13	38
κοινόω	G2840	koinoō	defile; be defiled (pass.)	to cause something to become unclean, profane, or ritually unacceptable	AT	clean, pure, holy	040015011 040015018 040015020 040015020 041007015 041007015 041007018 041007020 041007023 044010015 044011009 044021028 058009013	defile	defiled	defile	defiled	defile	defile	defile	55	9	36	9	36	45	45
κοινωνέω	G2841	koinōneō	share; participate	to share one's possessions, with the implication of some kind of joint participation and mutual interest	AT	fellowship	045012013 045015027 048006006 050004015 054005022 058002014 060004013 063001011	share	share	share	shared	share	shared	partaker	38	38	50	38	50	38	25
κοινωνικός	G2843	koinōnikos	willing to share	(derivative of κοινωνέω to share) pertaining to willing and ready sharing	AT	fellowship	054006018	willing to share	willing to share	ready to share	ready to share		sharing with others	willing to	100	100	100	100	0	100	100
κοινωνία	G2842	koinōnia	fellowship; contribution; participation; sharing	an association involving close mutual relations and involvement	AT	fellowship	044002042 045015026 046001009 046010016 046010016 047006014 047008004 047009013 047013013 048002009 050001005 050002001 050003010 057001006 058013016 062001003 062001003 062001006 062001007	fellowship	fellowship	fellowship	fellowship	fellowship	fellowship	fellowship	41	53	41	47	41	59	65
κοινωνός	G2844	koinōnos	partner; partaker; sharer	one who participates with another in some enterprise or matter of joint concern	BE	people; fellowship; association	040023030 042005010 046010018 046010020 047001007 047008023 057001017 058010033 060005001 061001004	partner	partner	partner	partner	partners	partners	partakers	20	20	20	20	40	30	40
κοιτών	G2846	koitōn	bedroom	a room in a house for sleeping	RE	constructions; buildings	044012020			Herod	Herod	Herod	Herod	Herod	0	0	100	100	100	100	100
κολλούριον	G2854	kollourion	eye salve	an ointment for the eyes	RE	artifacts; health	066003018	and salve	and salve	and salve	eyes	and salve	eye salve	eyesalve	100	100	100	100	100	100	100
Κολοσσαί	G2857	Kolossai	Colossae	a city in Phrygia in Asia Minor	PN	settlement	051001002	Colossae	Colosse	Colossae	Colossae	Colossae	Colossae	Colosse	100	100	100	100	100	100	100
κολυμβήθρα	G2861	kolumbēthra	pool (primarily used for bathing)	a relatively large construction for collecting water	RE	constructions	043005002 043005007 043009007								0	0	0	0	0	0	0
κορβανᾶς	G2878	korbanas	treasury; Temple treasury	a room in the Temple used as a treasury	RE	constructions	040027006	treasury	treasury	treasury	treasury	treasury	treasury	treasury	100	100	100	100	100	100	100
Κορίνθιος	G2881	Korinthios	Corinthian	a person who lives in or is a native of Corinth	PN	group	044018008 047006011	Corinthians	Corinthians	Corinthians	Corinth	Corinthians	Corinthians	Corinthians	100	100	100	100	100	100	100
Κορνήλιος	G2883	Kornēlios	Cornelius	a Roman centurion to whom Peter ministered	PN	person	044010001 044010003 044010017 044010022 044010024 044010025 044010030 044010031	Cornelius	Cornelius	Cornelius	Cornelius	Cornelius	Cornelius	Cornelius	100	100	100	100	100	100	100
κοσμικός	G2886	kosmikos	worldly	pertaining to the system or standards of the world	AT	universe; behavior	056002012	worldly	worldly	worldly	worldly	worldly	worldly	worldly	100	100	100	100	100	100	100
κοσμοκράτωρ	G2888	kosmokratōr	world power; world ruler	one who rules over the whole world	BE	people; universe; authority	049006012	world and	world and	cosmic powers	world the rulers	world rulers	world rulers	world against	100	100	100	100	100	100	100
Κούαρτος	G2890	Kouartos	Quartus	a Christian who sent greetings in Romans 16	PN	person	045016023	Quartus	Quartus	Quartus	Quartus	Quartus	Quartus	Quartus	100	100	100	100	100	100	100
κόκκινον	G2847	kokkinon	scarlet cloth	a reddish-purple cloth dyed with a substance obtained from the murex shellfish; expensive to produce; associated with wealth and royalty	RE	artifacts; cloth	040027028 058009019 066017003 066017004 066018012 066018016	scarlet cloth	scarlet cloth	scarlet cloth	scarlet cloth	scarlet robe	scarlet clothing	scarlet and	17	17	17	17	17	33	33
κόκκος	G2848	kokkos	seed	the kernel part of fruit, usually grain	FL	agriculture	040013031 040017020 041004031 042013019 042017006 043012024 046015037	seed	seed	seed	seed	seed	seed	seed	100	100	71	86	71	86	71
