LookupKey	Id	Gloss	Definition	spell-N	Category	Domain	Priority
wolf	זְאֵב-1	wolf	wild, four-footed, predatory canine; light-brown fur, similar to jackal, but much bigger; Canis lupus; regarded as ravenous and fierce; commonly prey on flocks; symbol of roaming, opportunistic, dangerous, fierce, and clever banditry	wolf	FA	mammals; wild animals	11
wolf	λύκος (DC)	wolf	wild, four-footed, predatory canine; light-brown fur, similar to jackal, but much bigger; Canis lupus; regarded as ravenous and fierce; commonly prey on flocks; symbol of roaming, opportunistic, dangerous, fierce, and clever banditry		FA	mammals	14
wolves	λύκος	wolf	wild, four-footed, predatory canine; light-brown fur, similar to jackal, but much bigger; Canis lupus; regarded as ravenous and fierce; commonly prey on flocks; symbol of roaming, opportunistic, dangerous, fierce, and clever banditry	wolves	FA	mammals; wild animals	10
wolves	זְאֵב-1	wolf	wild, four-footed, predatory canine; light-brown fur, similar to jackal, but much bigger; Canis lupus; regarded as ravenous and fierce; commonly prey on flocks; symbol of roaming, opportunistic, dangerous, fierce, and clever banditry	wolf	FA	mammals; wild animals	15
woman	δούλη (DC)	bondwoman, bondmaid, servant	NEW		BE	person	19
womanofsamaria	Σαμαρῖτις	Samaritan woman; woman from Samaria	a woman who is a native of Samaria	Samaritan woman	PN	group	4
womb	κοιλία (DC)	belly, womb	NEW		MI		14
womb	μήτρα (DC)	womb	NEW		MI		14
wombs	μήτρα (DC)	womb	NEW		MI		14
women	μνημεῖον	monument; memorial	a monument built as a memorial to someone who has died	women	RE	constructions; honor, respect, status	10
women	הֹוי-2	woe!	exclamation expressing emotion concerning suffering that will come over an individual or nation	Woe	RI	mourning	15
wonders	τέρας	portent, wonder	an unusual sign, especially one in the heavens, serving to foretell impending events	wonders	MI	signs and wonders	10
wonders	מוֹפֵת-2	miracle, wonder	miracle, wonder	wonders	MI		11
wonders	τέρας (DC)	portentous sign, wonder	
    		MI		14
wood	ξύλον-1	wood	wood as a substance	wood	FL	trees	10
wood	ξύλον-2	firewood	wood as a substance used to burn for heat		FL	fuel	10
wooden	ξύλινος-1 (DC)	of wood, wooden	NEW		MI		14
woodenbeam	ἱμάντωσις (DC)	crossbeam, rafter	
    		RE		14
wool	צֶמֶר	wool	soft wavy undercoat of hairy animals such as sheep; used to weave a fabric from which clothing was made; associated with whiteness, purity, and softness	wool	RE	animal husbandry; crafts; cloth	11
woolen	עֵרֶב	woven or knitted material	exact meaning unsure: type of cloth, either woven or knitted	woven	RE	cloth	15
woolen	שְׁתִי	woven or knitted material	exact meaning uncertain: type of cloth, either woven or knitted	woven	RE	cloth	15
woollen	עֵרֶב	woven or knitted material	exact meaning unsure: type of cloth, either woven or knitted	woven	RE	cloth	15
woollen	שְׁתִי	woven or knitted material	exact meaning uncertain: type of cloth, either woven or knitted	woven	RE	cloth	15
word	ῥῆμα	word, saying; message, statement	a minimal unit of discourse, often a single word; that which has been stated or said, with primary focus upon the content of the communication	word	MI	communication	10
word	ξίφος (DC)	sword	
    		RE		14
wordofthe	דְּבַר־יהוה	word of the LORD	a message from God, usually to a prophet	word of the	MI	prophecy, vision; communication	11
words	ῥῆμα	word, saying; message, statement	a minimal unit of discourse, often a single word; that which has been stated or said, with primary focus upon the content of the communication	word	MI	communication	10
words	נְבָלָה	foolish actions or words	foolish actions or words	Lord	AT	wisdom, understanding	15
work	עֲבוֹדָה	work, labor, service	work, labor, service	work	MI		11
worker	συνεργος	co-worker	one who works together with someone else	co-worker	BE	people; association	10
worker	תּוֹשָׁב	sojourner	sojourner	foreigner	BE	people; association	15
workinwood	חֲרֹשֶׁת	engraving (on stone); carving (on wood)	process of making incised marks on a surface of wood or stone; with a sharp and hard tool	work in wood	RE	crafts	15
world	κόσμος	world	the universe as an ordered structure	world	MI	universe	10
world	οἰκουμένη	world; inhabited earth; inhabited world	the surface of the earth as the dwelling place of mankind, in contrast with the heavens above and the world below	world	MI	universe	10
world	ὕλη (DC)	wood	NEW		MI		14
world	κῆρυξ (DC)	herald	NEW		BE	person	19
worldagainst	κοσμοκράτωρ	world power; world ruler	one who rules over the whole world	world and	BE	people; universe; authority	14
worldand	κοσμοκράτωρ	world power; world ruler	one who rules over the whole world	world and	BE	people; universe; authority	14
worldly	κοσμικός	worldly	pertaining to the system or standards of the world	worldly	AT	universe; behavior	10
worldofthe	ᾅδης	world of the dead; Hades	a place or abode of the dead, including both the righteous and the unrighteous (in most contexts ᾅδης[a] is equivalent to the Hebrew term Sheol)	Hades	MI	universe	14
worldrulers	κοσμοκράτωρ	world power; world ruler	one who rules over the whole world	world and	BE	people; universe; authority	14
worldtherulers	κοσμοκράτωρ	world power; world ruler	one who rules over the whole world	world and	BE	people; universe; authority	14
worm	σκώληξ	maggot; worm	small, soft, legless, tube-shaped creatures that have no bones or shells. They typically feed on overripe fruit, rotting meat, and similar things; most are larvae that hatch from the eggs laid by flies or some beetles; symbols of uncleanness, decay, and death	worms	FA	insects, spiders, and worms	10
worm	רִמָּה	worm, maggot	small, soft, legless, tube-shaped creatures that have no bones or shells. They typically feed on overripe fruit, rotting meat, and similar things; most are larvae that hatch from the eggs laid by flies or some beetles; symbols of uncleanness, decay, and death	worm	FA	insects, spiders, and worms	11
worm	תּוֹלֵעָה, תּוֹלַעַת	worm, maggot	general term for worms of all kinds; symbol of uncleanness, decay, and insignificance	worm	FA	insects, spiders, and worms	11
worms	σκώληξ	maggot; worm	small, soft, legless, tube-shaped creatures that have no bones or shells. They typically feed on overripe fruit, rotting meat, and similar things; most are larvae that hatch from the eggs laid by flies or some beetles; symbols of uncleanness, decay, and death	worms	FA	insects, spiders, and worms	14
worms	σκώληξ (DC)	worm	
    		MI		14
worms	רִמָּה	worm, maggot	small, soft, legless, tube-shaped creatures that have no bones or shells. They typically feed on overripe fruit, rotting meat, and similar things; most are larvae that hatch from the eggs laid by flies or some beetles; symbols of uncleanness, decay, and death	worm	FA	insects, spiders, and worms	15
wormwood	ἄψινθος	wormwood	a particularly bitter herb with medicinal value	Wormwood	FL	health	10
wormwood	לַעֲנָה	wormwood	plant that may grow as large as a bush, with woolly green leaves; the juice of the leaves tastes bitter and can be poisonous; functions as medicine	Lord our God	FL	health	11
wornoutpatched	טלא	to patch, mend	to sew a piece of cloth or leather on clothing or shoes to repair a hole or tear	and patched	RE	crafts; clothing	11
worryingheis	πιστός (DC)	trustworthy, worthy of credit	NEW		MI		14
worship	προσκυνέω	bow down; worship	to express by attitude and possibly by position one's allegiance to and regard for deity	worship	RI	worship	10
worship	σέβομαι	worship	to express in attitude and ritual one's allegiance to and regard for deity	worship	RI	worship	10
worship	εὐσεβέω	to worship	to express in attitude and ritual one's allegiance to and regard for deity	of worship	RI	worship	14
worship	προσκυνητής	worshiper	one who worships	worshipers	RI	worship; people	14
worship	σεβάζομαι	worship	to express in attitude and ritual one's allegiance to and regard for deity	worshiped	RI	worship	14
worship	φοβέω-2	fear; worship; reverence (God)	to have profound reverence and respect for deity, with the implication of awe bordering on fear	fear	AT	confidence; worship; honor, respect, status	14
worship	θρησκεία (DC)	cult, worship, religion	NEW		RI		14
worshiped	σεβάζομαι	worship	to express in attitude and ritual one's allegiance to and regard for deity	worshiped	RI	worship	10
worshiped	σέβομαι	worship	to express in attitude and ritual one's allegiance to and regard for deity	worship	RI	worship	14
worshipers	προσκυνητής	worshiper	one who worships	worshipers	RI	worship; people	10
worshipped	σεβάζομαι	worship	to express in attitude and ritual one's allegiance to and regard for deity	worshiped	RI	worship	14
worshippers	προσκυνητής	worshiper	one who worships	worshipers	RI	worship; people	14
worthless	μάταιος	worthless; futile; useless	pertaining to being useless on the basis of being futile and lacking in content	worthless	AT	purpose	10
worthless	ματαιότης	worthlessness; futility	quality of being useless on the basis of being futile and lacking in content	futility	AT	purpose	14
worthless	אֱוִלִי	foolish, worthless, good-for-nothing	pertaining to being foolish, because of lack of fear of God, unwillingness to listen to advice, talking too much, and being unable to conceal one's temper	foolish	AT	wisdom, understanding	15
woven	עֵרֶב	woven or knitted material	exact meaning unsure: type of cloth, either woven or knitted	woven	RE	cloth	15
woven	שְׁתִי	woven or knitted material	exact meaning uncertain: type of cloth, either woven or knitted	woven	RE	cloth	15
wreaths	στέμμα	garland; wreath	a wreath of wool to which leaves and flowers might be added and either wound around a staff or woven into a garland to be worn on the head	wreaths	RE	artifacts	14
wreaths	στέφανος-2 (DC)	wreath, garland	NEW		RE		14
writers	קֶסֶת	writing case	small box for carrying pens and ink	writing kit	RE	communication; writing	15
writing	γραφή (DC)	writing, written document, scripture, prescription	
    		MI		14
writingcase	קֶסֶת	writing case	small box for carrying pens and ink	writing kit	RE	communication; writing	15
writingkit	קֶסֶת	writing case	small box for carrying pens and ink	writing kit	RE	communication; writing	11
writings	γράμμα	letter; writing; Scripture	any kind of written document, whether in book or manuscript form, with focus upon the content; an object containing writing addressed to one or more persons	letter	MI	communication; writing	14
written	γράφω	write	to mark letters, numbers, or words on a surface such as paper, using a pen or similar instrument and ink or similar material	written	MI	communication; writing	10
written	γράμμα	letter; writing; Scripture	any kind of written document, whether in book or manuscript form, with focus upon the content; an object containing writing addressed to one or more persons	letter	MI	communication; writing	14
written	γράμμα (DC)	writing, letter	NEW		MI		14
wrong	ὀφείλω-3	sin against; wrong	to commit a sin against someone and thus to incur moral debt	sins against	AT	morals and ethics	14
wrongdoing	ἀδικία (DC)	wrongdoing, injustice	NEW		MI	morals and ethics	14
wrongs	ὀφείλημα-2	wrong; sin; guilt	the moral debt incurred as the result of sin		AT	morals and ethics	14
xerxes	אֲחַשְׁוֵרוֹשׁ	Ahasuerus, Xerxes	king of Persia	Xerxes	PN	person	6
xerxes	Ἀρταξέρξης (DC)	Artaxerxes	NEW		PN	person	9
yearofjubile	יוֹבֵל	year of acquittance	designation of the 50th year, during which, among other things, all property is to return to the original owner and freedom is to be granted to those who were sold as slaves; also known as the Jubilee year	Year of Jubilee	MI	festivals; calendar	15
yearofjubilee	יוֹבֵל	year of acquittance	designation of the 50th year, during which, among other things, all property is to return to the original owner and freedom is to be granted to those who were sold as slaves; also known as the Jubilee year	Year of Jubilee	MI	festivals; calendar	11
yearofrestoration	יוֹבֵל	year of acquittance	designation of the 50th year, during which, among other things, all property is to return to the original owner and freedom is to be granted to those who were sold as slaves; also known as the Jubilee year	Year of Jubilee	MI	festivals; calendar	15
yearshis	תַּרְשִׁישׁ-2	Tarshish	son of Javan; descendant of Japheth; Spain?	Tarshish	PN	person	10
yehave	περιπατέω	live, behave	to live or behave in a customary manner, with possible focus upon continuity of action	live	AT	behavior	14
yethave	δουλόω	enslave	to cause someone to become a slave	enslaved	AT	authority; serve	14
yiron	יִרְאוֹן	Yiron	fortified town; territory of Naphtali	Iron	PN	settlement	1
yob	יוֹב	Iob	son of Issachar		PN	person	10
yoke	ζυγός-1	yoke	a bar or frame of wood by which two draft animals are joined at the head or neck in order to work together effectively in pulling a plow, harrow, or wagon	yoke	RE	animal husbandry	10
yoke	מוֹט	yoke	מוֹטָה	yoke	RE	control; animal husbandry	11
yoke	מוֹטָה	yoke	wooden pole secured to the necks of animals or human beings with the help of a rope to restrict movement or to prevent escape; often used in a figurative sense to denote oppression; מוֹט	yoke	RE	control; animal husbandry	11
yoke	עֹל	yoke; oppression; bondage	bar or frame, made of wood, used to join two draft animals at the neck so that they can work together effectively in pulling a plow, threshing board, harrow, or wagon; often used in a figurative sense to denote oppression	yoke	RE	control; animal husbandry	11
yoke	βοοζύγιον (DC)	yoke	wooden pole secured to the necks of animals or human beings with the help of a rope to restrict movement or to prevent escape		RE	animal husbandry	14
yoke	ζυγός (DC)	yoke	NEW		RE	agriculture	14
yoke	κλοιός (DC)	yoke	
    		RE		14
yokefellow	σύζυγος	yoke-fellow, fellow worker	one who is closely linked with another in some activity	co-workers	BE	people; association; authority	14
you	מוֹט	yoke	מוֹטָה	yoke	RE	control; animal husbandry	15
youanointed	χρίω (DC)	to anoint	NEW		MI		14
youare	κριτήριον	court case, lawsuit	legal action taken in a court of law against someone	you are	MI	court	10
youareguilty	אשׁם	to be guilty; to be held guilty, suffer punishment; declare guilty	to bear responsibility for an unlawful deed committed either knowingly or unknowingly	their guilt	AT	guilt, responsibility; law	15
youcoated	טוח	to cover; to coat; to plaster; to smear; to paint; to overlay	to coat a wall with a material, to protect or decorate its surface; sometimes associated with efforts to make something appear different from what it actually is	who cover	RE	construction	15
youdeclareguilty	רשׁע-2	to declare guilty; to condemn as guilty	to declare someone guilty before God or humans, as a result of (alleggedly) having acted in a way that is contrary to the law	condemning the guilty	AT	morals and ethics; guilt, responsibility	15
youfail	πταίω (DC)	to stumble, to fall, to be defeated	NEW		MI		14
youfast	νηστεύω (DC)	to fast	to abstain from eating		MI		14
youforgive	ἀφίημι (DC)	to acquit, to forgive	NEW		MI	atone, forgive	14
youget	ἄντλημα	pail, bucket	a container or vessel for drawing water	you get	RE	artifacts	10
yougounpunished	נקה-2	pronounce innocent; to let go unpunished	pronounce innocent; to let go unpunished	guilty unpunished	AT	guilt, responsibility; repay, reward, punish	15
youhuram	חוּרָם אָבִי	Hiram (Huram)	craftsman; from Tyre; time of Solomon; 2- חִירוֹם and 2- חִירָם and 2- חוּרָם		PN	person	10
youinmarriage	ἁρμόζω	promise in marriage; betrothe	to promise a person for marriage	promised you	RI	marriage	14
youjudged	κρίνω (DC)	to judge, to consider, to think	
    		MI		14
youlove	ἀγαπάω	to love	to have love for someone or something, based on sincere appreciation and high regard	to love	AT	affection	14
youmadean	דַּלָּה	woven material	vertical threads on a loom warp	you made an	RE	crafts; cloth	15
young	νέος (DC)	young	NEW		AT		14
youngbull	פָּר	young bull	young male bovine; clean, used as sacrifice; associated with power and strength, but also with aggression and therefore often used to denote people who behave aggressively	young bull	FA	mammals; domestic animals; sacrifices and offerings	11
youngbullock	פָּר	young bull	young male bovine; clean, used as sacrifice; associated with power and strength, but also with aggression and therefore often used to denote people who behave aggressively	young bull	FA	mammals; domestic animals; sacrifices and offerings	15
younggoat	גְּדִי, גְּדִיָּה	young goat, kid	the young of a goat; commonly used to supply meat for household meals	young goat	FA	mammals	11
younglion	כְּפִיר	young lion	young male lion; efficient killer	young lions	FA	mammals	11
younglions	כְּפִיר	young lion	young male lion; efficient killer	young lions	FA	mammals	11
youpromise	ἐπαγγέλλομαι (DC)	to promise, to profess	NEW		MI		14
yourcattle	אֶלֶף	cow, head of cattle; ox	generic term for domesticated cattle, both male and female, always plural; used for milk and meat, and for plowing; used in contexts describing well-being and prosperity	ox	FA	mammals; domestic animals	15
youremindthem	ἀπαλλάσσω (DC)	to put away from, to remove from	NEW		MI	separation	14
yourfervent	παράκλησις-2	encouragement	causing someone to be encouraged or consoled, either by verbal or non-verbal means	encouragement	AT	communication; confidence	14
yourgod	דֶּרֶךְ	way (of life, of God)	metaphorical: life understood as a journey, with focus on behavior and moral quality of a human or God	way of the	AT	morals and ethics	15
yourheartswere	σκληροκαρδία	hardheartedness, stubbornness	the attitude of being unyielding and obstinate	your hearts were	AT	attitudes and emotions; psychological faculties	14
yourlife	τρόπος	way of life	manner of living, often with focus upon customary acts	what you have	AT	behavior	14
yourlords	טְחֹרִים	tumors; ulcers; body sores	exact meaning insure: swelling of internal parts of the body or sores; probably due to infectious disease such as dysentery or bubonic plague; regarded as painful, enfeebling and threatening to a community	tumors	MI	diseases; health	15
yourpeople	חָסִיד	loyal person; pious person	someone who practices חֶסֶד, who is committed to fulfilling his/her obligations, whether obligations defined within the context of a covenant or agreement, or moral obligations to do good to someone who has done good to you	his people	AT	faithfulness	15
yourquota	חֹק-2	fixed quota	a prescribed amount that is set as a standard to be met	your quota	MI	obligation	15
yourroom	ταμεῖον-1	inner room	a room in the interior of a house, normally without windows opening to the outside	inner rooms	RE	constructions	14
yourself	μαρσίππιον (DC)	bag, purse	NEW		RE		14
yourtrees	עֲרָבָה-3	poplar tree	tree that grows to about 15 m high; with narrow leaves when young, broader leaves as it matures; grows along riverbanks; Populus euphratica - Euphrates poplar	poplar trees	FL	trees	15
yourwall	ἔπαλξις (DC)	city wall, rampart, battlement	
    		RE		14
yourwisdom	תּוּשִׁיָּה	sound wisdom	sound wisdom	sound judgment	AT	wisdom, understanding	15
yousympathized	συμπαθέω	have sympathy for	to share someone's feeling in the sense of being sympathetic with		AT	attitudes and emotions; compassion	14
youthetruth	ἀληθεύω	speak the truth; hold to the truth	to communicate what is true	speaking the truth	AT	truth; communication	14
youtosin	σκανδαλίζω	cause to stumble; cause to sin	to cause to sin, with the probable implication of providing some special circumstances which contribute to such behavior	you to stumble	AT	morals and ethics	10
youtostumble	σκανδαλίζω	cause to stumble; cause to sin	to cause to sin, with the probable implication of providing some special circumstances which contribute to such behavior	you to stumble	AT	morals and ethics	14
youtrust	בטח	lean on; to trust; have confidence	to have a feeling of safety or security	to trust	AT	attitudes and emotions	15
youwere	νοσσίον	young bird, chick	the young of any bird	chicks	FA	birds	14
youwhitewash	טפל-1	to whitewash; to smear	to cover a surface with whitewash, to make it white and cover ugly rough surfaces; it does not strengthen a structure but only beautifies it; for that reason it is often associated with efforts to make something appear different from what it actually is	smear	RE	construction	15
youwhodwell	σκηνόω	take up residence, come to dwell	to come to dwell in a place defined psychologically or spiritually	you who dwell	RE	constructions	14
youwill	חלה פָּנִים	fervently ask someone for help or goodwill	literally: to weaken someone's face; hence: to weaken someone's resolve by humbly imploring that person to show compassion	You will	AT	will; communication; honor, respect, status	11
youwillforgive	טפל-2	to cover > to forgive	to cover someone else's evil deeds with the implication that they are considered forgiven		AT	atone, forgive	15
youworship	εὐσεβέω	to worship	to express in attitude and ritual one's allegiance to and regard for deity	of worship	RI	worship	10
zaanan	צַאֲנָן	Zaanan	town; territory of Judah	Zaanan	PN	settlement	1
zaanannim	צַעֲנַנִּים	Zaanannim	location; territory of Naphtali	Zaanannim	PN	locale	1
zaavan	זַעֲוָן	Zaavan	son of Ezer; descendant of Seir	Zaavan	PN	person	6
zaavan	יַעֲקָן	Jaakan	descendant of Seir	Zaavan	PN	person	6
zabad	זָבָד-1	Zabad	descendant of Jerahmeel; tribe of Judah	Zabad	PN	person	6
zabad	זָבָד-2	Zabad	son of Tahath; tribe of Ephraim	Zabad	PN	person	6
zabad	זָבָד-3	Zabad	son of Ahlai; warrior; time of king David	Zabad	PN	person	6
zabad	זָבָד-4	Zabad	son of Shimeath; servant of Joash, king of Judah	Zabad	PN	person	6
zabad	זָבָד-5	Zabad	various men; married foreign wives; after exile	Zabad	PN	person	6
zabbai	זַבַּי	Zabbai	son of Bebai; time of Ezra	Zabbai	PN	person	6
zabbud	זַכּוּר-6	Zaccur	descendant of Bigvai	Zakkur	PN	person	10
zabdi	זַבְדִּי-1	Zabdi	son of Zerah; tribe of Judah		PN	person	6
zabdi	זַבְדִּי-2	Zabdi	son of Shimei; family head; tribe of Benjamin	Zabdi	PN	person	6
zabdi	זַבְדִּי-3	Zabdi	official; time of David	Zabdi	PN	person	6
zabdi	זַבְדִּי-4	Zabdi	son of Asaph; ancestor of Mattaniah, Levite	Zabdi	PN	person	6
zabdiel	זַבְדִּיאֵל-1	Zabdiel	father of Jashobeam, army officer; time of David	Zabdiel	PN	person	6
zabdiel	זַבְדִּיאֵל-2	Zabdiel	son of Haggedolim; priest; time of Nehemiah	Zabdiel	PN	person	6
zabouthaeus	Ζαβουθαιθαν (DC)	Zabutheus	
    		PN	person	9
zabud	זָבוּד	Zabud	son of Nathan; friend of David	Zabud	PN	person	6
zabulon	Ζαβουλών	Zebulun	a son of Jacob and ancestor of an Israelite tribe; or: the territory of the tribe of Zebulun	Zebulun	PN	person; area	5
zaccai	זַכַּי	Zakkai	family head; after exile	Zakkai	PN	person	6
zacchaeus	Ζακχαῖος	Zacchaeus	a chief tax collector of Jericho	Zacchaeus	PN	person	5
zacchur	זַכּוּר-2	Zaccur	son of Hammuel; tribe of Simeon	Zakkur	PN	person	10
zacchus	Ζακχαῖος	Zacchaeus	a chief tax collector of Jericho	Zacchaeus	PN	person	9
zaccur	זַכּוּר-1	Zaccur	father of Shammua, spy; tribu de Reuben	Zakkur	PN	person	6
zaccur	זַכּוּר-2	Zaccur	son of Hammuel; tribe of Simeon	Zakkur	PN	person	6
zaccur	זַכּוּר-3	Zaccur	descendant of Merari; tribe of Levi	Zakkur	PN	person	6
zaccur	זַכּוּר-4	Zaccur	son of Asaph; temple singer; time of king David	Zakkur	PN	person	6
zaccur	זַכּוּר-5	Zaccur	various men; after exile	Zakkur	PN	person	6
zaccur	זַכּוּר-6	Zaccur	descendant of Bigvai	Zakkur	PN	person	6
zachariah	זְכַרְיָה-1	Zechariah	son of Jeroboam; king of Isral (753-752)	Zechariah	PN	person	10
zachariah	זְכַרְיָה-2	Zechariah	father-in-law of king Ahaz	Zechariah	PN	person	10
zachariah	זְכַרְיָהוּ-1	Zechariah	son of Jeroboam; king of Isral	Zechariah	PN	person	10
zacharias	Ζαχαρίας-1	Zechariah	a priest who was the father of John the Baptist	Zechariah	PN	person	9
zacharias	Ζαχαρίας-2	Zechariah	an OT prophet killed in the Temple	Zechariah	PN	person	9
zacher	זֶכֶר	Zecher	son of Jeiel; tribe of Benjamin	Zeker	PN	person	10
zadok	Σαδώκ	Zadok	a person in the genealogy of Jesus	Zadok	PN	person	5
zadok	צָדוֹק-1	Zadok	son of Ahitub; priest; tribe of Levi; time of David	Zadok	PN	person	6
zadok	צָדוֹק-2	Zadok	father of Jerushah, mother of Jotham	Zadok	PN	person	6
zadok	צָדוֹק-3	Zadok	son of Ahitub; high priest; tribe of Levi	Zadok	PN	person	6
zadok	צָדוֹק-4	Zadok	son of Meraioth; ancestor of Azariah, Seraiah, priest	Zadok	PN	person	6
zadok	צָדוֹק-5	Zadok	various men; after exile	Zadok	PN	person	6
zahab	וָהֵב	Waheb	location	Zahab	PN	locale	5
zaham	זַהַם	Zaham	son of Rehoboam, king of Judah	Zaham	PN	person	6
zair	צָעִיר	Zair	town; territory of Judah	Zair	PN	settlement	1
zakkai	זַכַּי	Zakkai	family head; after exile	Zakkai	PN	person	10
zakkur	זַכּוּר-1	Zaccur	father of Shammua, spy; tribu de Reuben	Zakkur	PN	person	10
zakkur	זַכּוּר-2	Zaccur	son of Hammuel; tribe of Simeon	Zakkur	PN	person	10
zakkur	זַכּוּר-3	Zaccur	descendant of Merari; tribe of Levi	Zakkur	PN	person	10
zakkur	זַכּוּר-4	Zaccur	son of Asaph; temple singer; time of king David	Zakkur	PN	person	10
zakkur	זַכּוּר-5	Zaccur	various men; after exile	Zakkur	PN	person	10
zakkur	זַכּוּר-6	Zaccur	descendant of Bigvai	Zakkur	PN	person	10
zalaph	צָלָף	Zalaph	father of Hanun, priest, after exile	Zalaph	PN	person	6
zalmon	צַלְמוֹן-1	Zalmon	mountain; near Shechem	Zalmon	PN	nature	1
zalmon	צַלְמוֹן-2	Zalmon	descendant of Ahoah; warrior; time of king David	Zalmon	PN	person	6
zalmonah	צַלְמֹנָה	Zalmonah	location along route of exodus	Zalmonah	PN	locale	1
zalmunna	צַלְמֻנָּע	Zalmunna	king of Midian	Zalmunna	PN	person	6
zamzummim	זַמְזֻמִּים	Zamzummites	people	Zamzummites	PN	group	1
zamzummims	זַמְזֻמִּים	Zamzummites	people	Zamzummites	PN	group	5
zamzummites	זַמְזֻמִּים	Zamzummites	people	Zamzummites	PN	group	1
zanoah	זָנוֹחַ	Zanoah	town; territory of Judah	Zanoah	PN	settlement	1
zaphenathpaneah	צָפְנַת פַּעְנֵח	Zaphenath-Paneah	Egyptian name of Joseph	Zaphenath-Paneah	PN	person	6
zaphnathpaaneah	צָפְנַת פַּעְנֵח	Zaphenath-Paneah	Egyptian name of Joseph	Zaphenath-Paneah	PN	person	10
zaphon	צָפוֹן	Zaphon	town; territory of Gad	Zaphon	PN	settlement	1
zara	Ζάρα	Zerah	a person in the genealogy of Jesus	Zerah	PN	person	9
zarephath	Σάρεπτα	Zarephath	a city on the coast of Phoenicia between Tyre and Sidon	Zarephath	PN	settlement	0
zarephath	צָרְפַת	Zarephath	town; Phoenicia; near Sidon	Zarephath	PN	settlement	1
zaretan	צָרְתָּן	Zarethan	town; territory of Ephraim	Zarethan	PN	settlement	5
zarethan	צָרְתָּן	Zarethan	town; territory of Ephraim	Zarethan	PN	settlement	1
zarethan	צְרֵרָה	Zererah	town; territory of Ephraim	Zererah	PN	settlement	5
zarethshahar	צֶרֶת הַשַּׁחַר	Zereth-Shahar	town; territory of Reuben	Zereth Shahar	PN	settlement	5
zarhites	זַרְחִי-2	Zerahite	descendant of Zerah, son of Judah	Zerahite	PN	group	5
zatholta	Ζαθολθα (DC)	Zatholtha	
    		PN	person	9
zattu	זַתּוּא	Zattu	family head; after exile	Zattu	PN	person	6
zaza	זָזָא	Zaza	descendant of Jerahmeel; tribe of Judah	Zaza	PN	person	6
zeal	קִנְאָה	ardour, passion, zeal; envy, jealousy	a feeling of anger or strong concern for the sake of someone else because that person does not receive the treatment they are entitled to; a feeling of anger toward someone else because that person has qualities, privileges, or possessions that one feels one should have as well	jealousy	AT	attitudes and emotions	15
zealot	ζηλωτής-2	Zealot	a member of a Jewish nationalistic group seeking independence from Rome	Zealot	BE	people; association	10
zealous	ζῆλος (DC)	fervour, zeal, jealousy	
    		MI		14
zealousfor	ζηλωτής-1	enthusiast, zealous person	one who is deeply committed to something and therefore zealous	zealous for	BE	attitudes and emotions	10
zealousforgod	ζηλωτής-1	enthusiast, zealous person	one who is deeply committed to something and therefore zealous	zealous for	BE	attitudes and emotions	14
zealousof	ζηλωτής-1	enthusiast, zealous person	one who is deeply committed to something and therefore zealous	zealous for	BE	attitudes and emotions	14
zebadiah	זְבַדְיָה-1	Zebadiah	son of Beria; family head; tribe of Benjamin	Zebadiah	PN	person	6
zebadiah	זְבַדְיָה-2	Zebadiah	son of Elpaal; family head; tribe of Benjamin	Zebadiah	PN	person	6
zebadiah	זְבַדְיָה-3	Zebadiah	warrior; time of David	Zebadiah	PN	person	6
zebadiah	זְבַדְיָה-4	Zebadiah	son of Asahel; army commander; time of David	Zebadiah	PN	person	6
zebadiah	זְבַדְיָה-5	Zebadiah	various men; time of Nehemiah	Zebadiah	PN	person	6
zebadiah	זְבַדְיָהוּ-1	Zebadiah	son of Meshelemiah; gatekeeper; tribe of Levi	Zebadiah	PN	person	6
zebadiah	זְבַדְיָהוּ-2	Zebadiah	Levite; time of king Jehoshaphat	Zebadiah	PN	person	6
zebadiah	זְבַדְיָהוּ-3	Zebadiah	son of Ishmael; governor; tribe of Judah	Zebadiah	PN	person	6
zebah	זֶבַח-2	Zebah	king of Midian	Zebah	PN	person	6
zebedee	Ζεβεδαῖος	Zebedee	the father of the apostles James and John	Zebedee	PN	person	5
zebidah	זְבוּדָּה	Zebudah	mother of Jehoiakim, king of Judah	Zebidah	PN	person	6
zebina	זְבִינָא	Zebina	descendant of Nebo; time of Ezra	Zebina	PN	person	6
zeboiim	צְבוֹיִים	Zeboiim	one of the 5 cities in the plain which included Sodom and Gomorrah	Zeboyim	PN	settlement	1
zeboim	צְבֹעִים	Zeboim	location; territory of Benjamin	Zeboim	PN	locale	1
zeboyim	צְבוֹיִים	Zeboiim	one of the 5 cities in the plain which included Sodom and Gomorrah	Zeboyim	PN	settlement	5
zebudah	זְבוּדָּה	Zebudah	mother of Jehoiakim, king of Judah	Zebidah	PN	person	10
zebul	זְבֻל	Zebul	assistant of Abimelech, son of Gideon, Jerubbaal	Zebul	PN	person	6
zebulonite	זְבוּלוֹנִי	Zebulunite	descendant of Zebulun, son of Jacob	Zebulun	PN	group	5
zebulun	Ζαβουλών	Zebulun	a son of Jacob and ancestor of an Israelite tribe; or: the territory of the tribe of Zebulun	Zebulun	PN	person; area	1
zebulun	זְבוּלוֹנִי	Zebulunite	descendant of Zebulun, son of Jacob	Zebulun	PN	group	5
